Facility Number,F_NAME,HMIS,Province,District,Division,LOCATION,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation
117,THUREIYA NURSING HOME,4509,COAST,MOMBASA,,,,,,,
,,,,,,,,,7,PRIV,
118,TUDOR NURSING HOME,3531,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,SUBLOC CENTROID,7,PRIV,"(-4.035939, 39.66558)"
119,UTU BORA NURSING HOME,4524,COAST,MOMBASA,,,,,,,
,,,,,,,,,7,PRIV,
120,VIBAKHAR'S M&N HOME,3306,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-4.062772, 39.672278)"
121,WAYSIDE NURSING HOME,4332,COAST,MOMBASA,,,,,,,
,,,,,,,,,7,PRIV,
122,ZABENA NURSING HOME,4527,COAST,MOMBASA,,,,,,,
,,,,,,,,,7,MISS,
123,ZIWA LA NGOMBE,4528,COAST,MOMBASA,,,,,,,
,,,,,,,,,7,MISS,
49,FAMILY PLANNING CLINIC(TAVETA),2895,COAST,TAITA TAVETA,TAVETA,BOMANI,MJINI(TAVETA),ILRI MKT CENTRE,8,PRIV,"(-3.389647, 37.657043)"
50,FPAK CLINIC (TAVETA),2893,COAST,TAITA TAVETA,TAVETA,BOMANI,MJINI(TAVETA),ILRI TOWNS,8,NGO,"(-3.392756, 37.671715)"
51,LENMARK NURSING HOME,,COAST,TAITA TAVETA,,,,,,,
,,,,,,,,,7,PRIV,
52,MEDICARE NURSING HOME,,COAST,TAITA TAVETA,,,,,,,
,,,,,,,,,7,PRIV,
53,MOUNT VIEW NURSING HOME,,COAST,TAITA TAVETA,,,,,,,
,,,,,,,,,7,PRIV,
54,REFLOT NURSING HOME,,COAST,TAITA TAVETA,,,,,,,
,,,,,,,,,7,PRIV,
55,TAITA MATERNITY NURSING HOME,,COAST,TAITA TAVETA,,,,,,,
,,,,,,,,,7,PRIV,
83,E.N.T. CLINIC,3692,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,TOWNSHIP(MERU C),DHMT,8,PRIV,"(0.054229, 37.648391)"
84,FPAK CLINIC (IMENTI),2526,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,TOWNSHIP(MERU C),DSA/DFH(MOH)-UNFPA REPORT,8,NGO,"(0.052516, 37.655)"
85,FPAK CLINIC (MERU),2797,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,IGOKI,GACHANKA,ILRI MKT CENTRE,8,NGO,"(0.037086, 37.6651)"
86,KIBIRICHIA MATERNITY HOME,1185,EASTERN,CENTRAL MERU,ABOTHUGUCHI WEST,KIAMIOGO,KIAMIOGO,DSA/DFH(MOH)-UNFPA REPORT,7,MISS,"(0.108237, 37.5144)"
87,MAKUTANO M&N HOME,2726,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,KAAGA2,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(0.068346, 37.6386)"
88,MERU NURSING HOME,1171,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,MUNICIPALITY,KAAGA2,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(0.056948, 37.6519)"
89,MIKINDURI MATERNITY HOME,3623,EASTERN,CENTRAL MERU,,,,,,,
,,,,,,,,,7,PRIV,
90,MILIMANI M&N HOME,1173,EASTERN,CENTRAL MERU,MIRIGA MIERU WEST,NTIMA,UPPER IGOKI,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(0.056948, 37.6341)"
43,KANGARU NURSING HOME,,EASTERN,EMBU,CENTRAL,MBETI NORTH,KIANGIMA,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-0.495477, 37.46)"
104,ST MICHAEL NURSING HOME,,EASTERN,EMBU,RUNYENJES,RUNYENJES TOWN,GICHICHE(EMBU),ILRI MKT CENTRE,7,PRIV,"(-0.419983, 37.569785)"
44,SUNRISE NURSING HOME,2687,EASTERN,EMBU,CENTRAL,MUNICIPALITY,DALLAS/STADIUM,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-0.534506, 37.4494)"
33,AIC EYE DISP,,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,DHMT,8,MISS,"(0.338276, 37.570179)"
,ANNEX TB MANYATTA HOSP,,EASTERN,ISIOLO,CENTRAL,ISIOLO EAST,TULLU BORA,,,,
,,,,,,,,,8,MOH,
34,BISMILLAH NURSING HOME,,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,DHMT,7,PRIV,"(0.336434, 37.569312)"
35,WASO NURSING HOME,3743,EASTERN,ISIOLO,CENTRAL,CENTRAL,BULLA PESA,DHMT,7,PRIV,"(0.335741, 37.571822)"
53,HIGH RISE NURSING HOME,,EASTERN,KITUI,CENTRAL,TOWNSHIP,TOWNSHIP(KITUI),SUBLOC CENTROID,7,PRIV,"(-1.358786, 38.011521)"
54,KASANDUKU EYE CLINIC,,EASTERN,KITUI,,,,,,,
,,,,,,,,,8,PRIV,
55,KITUI NURSING HOME,,EASTERN,KITUI,CHULUNI,NZAMBANI,KYANIKA(KITUI),DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-1.37183, 38.0177)"
95,ATHI RIVER NURSING HOME,,EASTERN,MACHAKOS,MAVOKO,SETTLED AREA,ATHI RIVER TOWNSHIP,SUBLOC CENTROID,7,PRIV,"(-1.484019, 36.987572)"
96,CHRIST THE KING NURSING HOME,2287,EASTERN,MACHAKOS,CENTRAL,MASAKU,EASTLEIGH,ILRI MKT CENTRE,7,PRIV,"(-1.51643, 37.26828)"
97,DONYOSABUK NURSING HOME,246,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KIBOKO(MACHAKOS),DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-1.08526, 37.2518)"
98,DR. ONYANGO'S NURSING HOME,3889,EASTERN,MACHAKOS,,,,,,,
,,,,,,,,,7,PRIV,
99,MACHAKOS NURSING HOME,1043,EASTERN,MACHAKOS,,,,,,,
,,,,,,,,,7,PRIV,
100,MATUU NURSING HOME,,EASTERN,MACHAKOS,YATTA,MATUU,MATUU(YATTA),ILRI MKT CENTRE,7,PRIV,"(-1.142871, 37.546969)"
101,NEW NGEI ROAD NURSING HOME,,EASTERN,MACHAKOS,,,,,,,
,,,,,,,,,7,PRIV,
102,NGULUNI NURSING HOME,,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNI(MACHAKOS),1:50000 MAPS,7,PRIV,"(-1.278378, 37.28018)"
103,TALA MATERNITY CLINIC AND NURSING HOME,,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNI(MACHAKOS),ILRI VILLAGES,7,PRIV,"(-1.28, 37.28)"
86,DR. MUASA MATERNITY & NURSING HOME,,EASTERN,MAKUENI,MTITO ANDEI,MTITO-ANDEI,KATHEKANI,ILRI VILLAGES,7,PRIV,"(-2.6, 38.08)"
87,KAMBU MATERNITY & NURSING HOME,,EASTERN,MAKUENI,MTITO ANDEI,NZAMBANI,MUTHINGIINI,ILRI MKT CENTRE,7,PRIV,"(-2.59124, 38.0737)"
88,KILOME M&N HOME,,EASTERN,MAKUENI,KILOME,MUKAA,KILOME,GPS,7,PRIV,"(-1.80638, 37.3481)"
89,MAKINDU SPECIALIST EYE HOSPITAL,,EASTERN,MAKUENI,MAKINDU,MAKINDU,KIU,DSA/DFH(MOH)-UNFPA REPORT,8,PRIV,"(-2.28578, 37.8143)"
90,MTITO ANDEI M&N HOME,,EASTERN,MAKUENI,MTITO ANDEI,MTITO-ANDEI,KATHEKANI,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-2.66958, 38.1657)"
91,TUMAINI M&N HOME,,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNI(MAKUENI),DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,"(-2.40944, 37.9659)"
44,MWINGI BARAKA NURSING HOME,,EASTERN,MWINGI,CENTRAL,KANZANZU,KALISASI,ILRI VILLAGES,7,PRIV,"(-0.95, 38.08)"
39,MUGUNA/MIKINDURI NUTRITIONAL CENTRE,1141,EASTERN,NORTH MERU,TIGANIA CENTRAL,MIKINDURI WEST,ANJUKI,ILRI MKT CENTRE,8,MISS,"(0.126174, 37.834147)"
40,NYAMBENE NURSING HOME,,EASTERN,NORTH MERU,IGEMBE CENTRAL,MAUA,KAIBU,DHMT,7,PRIV,"(0.237102, 37.949032)"
41,TUURU MATERNITY & DISPENSARY,3748,EASTERN,NORTH MERU,LAARE,AKIRANG'ONDU,MACHUNGULU,DHMT,7,MISS,"(0.313615, 37.922787)"
38,AL-SHIFAA M&NH AND CLINIC,,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),7,PRIV,"(-0.379314, 39.7172)"
39,DR. ABDI NURSING HOME,,N. EASTERN,GARISSA,CENTRAL,IFTIN,IFTIN,ILRI VILLAGES,7,PRIV,"(-0.47062, 39.644651)"
40,GARISSA NURSING HOME,,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),7,PRIV,"(-0.335033, 39.6988)"
28,TB CLINIC,,N. EASTERN,WAJIR,GRIFTU,KUKALA,KUKALA,DISTRICT ESTIMATES,8,PRIV,"(1.691497, 40.020458)"
29,WAJIR CATHOLIC ORTH REH CENTRE,1228,N. EASTERN,WAJIR,CENTRAL,TOWNSHIP,TOWNSHIP(WAJIR),ILRI MKT CENTRE,8,MISS,"(1.74671, 40.059406)"
209,1ST LASER SKIN CENTRE LTD,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
210,ALICE NURSING HOME,3336,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
211,ALPHA MATERNITY HOME,149,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
212,AVENUE NURSING HOME,176,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,HIGHRIDGE,WAYUMBA,7,PRIV,"(-1.26245, 36.816607)"
213,BREAST CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
214,CARDIO-RESPIRATORY DIAGNOSTIC SERVICES,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
215,CHEST CLINIC,9,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,GPS,8,MOH,"(-1.28894, 36.82251)"
216,CHIROPRACTIC SPINAL HEALTH CARE,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
217,CITY EYE CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
218,CITY NURSING HOME,177,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,WAYUMBA,7,PRIV,"(-1.284809, 36.826936)"
219,COPTIC CHURCH NURSING HOME,,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANI(NAIROBI),WAYUMBA,7,PRIV,"(-1.29604, 36.796879)"
220,DIAMOND NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
221,DIANI MEDICAL CLINIC & MATERNITY HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
222,EASTLEIGH COMMUNITY CLINIC & NURSING HOME,178,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,WAYUMBA,7,PRIV,"(-1.269494, 36.849835)"
223,EDIANNA NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
224,EQUATOR NURSING HOME,2293,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,WAYUMBA,7,PRIV,"(-1.305783, 36.823983)"
225,FPAK CLINIC (EASTLEIGH),2617,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH SOUTH,EASTLEIGH SOUTH,DISTRICT ESTIMATES,8,NGO,"(-1.28415, 36.85123)"
226,FPAK CLINIC (PHOENIX),2676,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH SOUTH,EASTLEIGH SOUTH,DISTRICT ESTIMATES,8,NGO,"(-1.28112, 36.85001)"
227,FPAK CLINIC (PUMWANI),2679,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
228,FPAK CLINIC (RIBEIRO),2681,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
229,FPAK KIBERA KASARANI MED CENTRE,2646,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
230,FPAK NCCK OUTREACH CLINIC,2667,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
231,GENESIS MATERNITY HOME,2624,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
232,HURUMA MATERNITY & NURSING HOME,3346,NAIROBI,NAIROBI,EMBAKASI,UMOJA,SAVANNAH,WAYUMBA,7,PRIV,"(-1.277166, 36.909975)"
233,IDEAL NURSING HOME,20,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
234,INDER NURSING HOME,3345,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
235,JAMAA MATERNITY HOSPITAL,155,NAIROBI,NAIROBI,PUMWANI,BAHATI,UHURU,WAYUMBA,7,PRIV,"(-1.277577, 36.871434)"
236,JAMMI MEDICAL CENTRE & MATERNITY,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
237,KAHAWA MAT. UNIT,167,NAIROBI,NAIROBI,KASARANI,KAHAWA,KONGO SOWETO,GPS,7,LA,"(-1.18716, 36.91278)"
238,KASARANI MATERNITY HOME,179,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
239,KIBERA FP & MATERNITY HOME,2643,NAIROBI,NAIROBI,KIBERA,KIBERA,MAKINA,GPS,7,MOH,"(-1.30566, 36.78454)"
240,KILIMANJARO NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
241,KOMAROCK NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
242,LANGATA MAT. UNIT,168,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,LA,
243,LIANA'S HEALTH CLINIC & MATERNITY,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
244,LIONS SIGHTFIRST EYE HOSPITAL,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
245,MADINA NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
246,MAMMOGRAPHY CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
247,MARIA NURSING HOME,,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,WAYUMBA,7,PRIV,"(-1.272263, 36.918441)"
248,MARIE STOPES CLINIC PANGANI,3355,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
249,MARIE STOPES NURSING HOME,,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,WAYUMBA,7,NGO,"(-1.263849, 36.835889)"
250,MARURA KARIOBANGI NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
251,MATHARE NORTH FAMILY PLANNING CLINIC,2655,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
252,MATHARE VALLEY SPECIAL CLINIC,36,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,MISS,
253,MFANGANO STREET FP CLINIC,2657,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,NGO,
254,MOTHER & CHILD NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
255,MYSTIQUE BEAUTY CLINIC LTD,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
256,NAIROBI EAR NOSE & THROAT CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
257,NAIROBI HEART CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
258,NAIROBI KIDNEY CENTRE,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
259,NAIROBI ONCOLOGY CENTRE,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
260,NAIROBI ORTHOPAEDIC & ACCIDENT SPECIALISTS SERVICES,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
261,NAIROBI PHYSIOTHERAPY CENTRE,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
262,NAIROBI SKIN CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
263,NAIROBI WEST NURSING HOME,181,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,WAYUMBA,7,PRIV,"(-1.306259, 36.820049)"
264,NATIONAL SPINAL INJURY HOSP.,163,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANI(NAIROBI),DDP,8,MOH,"(-1.28872, 36.7833)"
265,NATURAL HEALTH & HERBS CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
266,NGARA NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
267,NGONG HILLS HOSPITAL AND NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
268,NYINA WA MUMBI MATERNITY HOME,171,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
269,PARASITOLOGY CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
270,PARK ROAD NURSING HOME,182,NAIROBI,NAIROBI,CENTRAL,NGARA,NGARA EAST,WAYUMBA,7,PRIV,"(-1.270708, 36.831304)"
271,PHYSIOTHERAPY CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
272,PRIME CARE NURSING HOME,,NAIROBI,NAIROBI,EMBAKASI,UMOJA,UMOJA,WAYUMBA,7,PRIV,"(-1.287231, 36.890124)"
273,PUMWANI MATERNITY HOSPITAL,162,NAIROBI,NAIROBI,PUMWANI,PUMWANI,MAJENGO(NAIROBI),GPS,7,LA,"(-1.278495, 36.844846)"
274,RADIANT HEALTH NURSING HOME,183,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,WAYUMBA,7,PRIV,"(-1.267894, 36.839568)"
275,REPRODUCTIVE HEALTH SERVICES,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
276,ROMAN CATHOLIC MATERNITY CENTRE,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,MISS,
277,SAMAR MEDICAL CLINIC &MATERNITY HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
278,SAYUN NURSING HOME,3340,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
279,SOUTH 'B' NURSING HOME,3916,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
280,SPECIAL TREATMENT (STAFF CLINIC),52,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,GPS,8,LA,"(-1.28001, 36.82299)"
281,ST. ANNES MATERNITY,2686,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,WAYUMBA,7,PRIV,"(-1.271791, 36.91678)"
282,ST. CATHERINE'S MATERNITY,3357,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
283,ST. FLORENCE MEDICAL AND MATERNITY,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
284,ST. JUDES MEDICAL CLINIC/MATERNITY,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
285,ST. VERONICA MCH/FP CLINIC,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,8,PRIV,
286,THE NAIROBI HOSPICE,,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,DISTRICT ESTIMATES,8,MOH,"(-1.30121, 36.80512)"
287,THREE STARS NURSING HOME,2694,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
288,UMOJA MEDICAL AND NURSING HOME (CLINIC),2696,NAIROBI,NAIROBI,EMBAKASI,UMOJA,UMOJA,WAYUMBA,7,PRIV,"(-1.277871, 36.888084)"
289,UMOJA NURSING HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
290,WESTLANDS MAT. UNIT,172,NAIROBI,NAIROBI,WESTLANDS,PARKLANDS,UPPER PARKLANDS,GPS,7,LA,"(-1.260665, 36.801751)"
291,ZAYUNI NURSING AND MATERNITY HOME,,NAIROBI,NAIROBI,,,,,,,
,,,,,,,,,7,PRIV,
30,ORTHODOX MISSION MAT & NUR HOME,2340,NYANZA,BONDO,RARIEDA,CENTRAL ASEMBO,RAMBA NORTH,ILRI MKT CENTRE,7,MISS,"(-0.06709, 34.377796)"
31,OWEN'S MATERNITY AND NURSING HOME,4248,NYANZA,BONDO,BONDO,BONDO TOWNSHIP,NYAWITA(BONDO),GPS,7,PRIV,"(-0.091, 34.2507)"
29,EMENWA NURSING & MATERNITY HOME,3927,NYANZA,GUCHA,NYAMACHE,BASSI CENTRAL,EMENWA,GPS,7,PRIV,"(-0.82079, 34.82342)"
30,MOGONGA NURSING & MATERNITY HOME,2329,NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,IGORERA,GPS,7,PRIV,"(-0.86059, 34.76172)"
31,MOWHITE M& N HOME(FORMERLY IGARE MC),4493,NYANZA,GUCHA,SAMETA,BASSI BOINTANGARE,IGARE,GPS,7,PRIV,"(-0.80143, 34.80323)"
35,HOMA BAY M N H,4588,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,HD MAPS,7,PRIV,"(-0.5591, 34.4593)"
36,HOMA BAY NUTRITION & REHAB CLINIC,2527,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),SUBLOC CENTROID,8,MISS,"(-0.528492, 34.459601)"
37,INSTITUTE OF RURAL DEV NURSING HOME,3649,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,7,PRIV,
38,LABASIN M N H,2503,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,HD MAPS,7,PRIV,"(-0.54155, 34.4572)"
39,LADY MARGARET M N H,3428,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ARUJO,HD MAPS,7,PRIV,"(-0.53451, 34.4366)"
40,OSANO M N H,1422,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KWAMO,HD MAPS,7,PRIV,"(-0.72645, 34.3332)"
41,RINYA NURSING HOME,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,7,PRIV,
42,SALLY NURSING HOME,3914,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,KAGURIA KAMENYA,ILRI TOWNS,7,PRIV,"(-0.81, 34.453)"
43,ST. PAUL'S MISS H C,3293,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),HD MAPS,7,MISS,"(-0.52338, 34.463)"
44,VICTORIA M N H,3647,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),HD MAPS,7,PRIV,"(-0.52325, 34.4644)"
37,FPAK KISII CLINIC,3022,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,8,NGO,"(-0.66931, 34.77107)"
38,GUCHA M AND N HOME,4244,NYANZA,KISII CENTRAL,MASABA,NYARIBARI NYAMAGESA,ICHUNI,GPS,7,PRIV,"(-0.77745, 34.9462)"
39,ISANA NURSING HOME,4241,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,BOBARACHO,GPS,7,PRIV,"(-0.68831, 34.78759)"
40,ITIERIO M &NH,1255,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,7,MISS,"(-0.676233, 34.7709)"
41,KISII MATERNITY DISPENSARY,1268,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),ILRI MKT CENTRE,7,PRIV,"(-0.672524, 34.770603)"
49,BORABU MATERNITY AND NURSING HOME,,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,ILRI VILLAGES,7,PRIV,"(-0.75, 35.02)"
50,FAIRVIEW NURSING HOME,3282,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,HD MAPS,7,PRIV,"(-0.68395, 34.9646)"
51,GREENVIEW MATERNITY AND NURSING HOME,3472,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYARAMBA(NYAMIRA),ILRI MKT CENTRE,7,PRIV,"(-0.559981, 34.972719)"
52,KEROKA DISPENSARY,1269,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,ILRI VILLAGES,7,PRIV,"(-0.77, 34.95)"
53,KEROKA MAT & NURSUNG HOME,3006,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,ILRI MKT CENTRE,7,PRIV,"(-0.773547, 34.949828)"
54,NYAMIRA NURSING HOME,1513,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,HD MAPS,7,PRIV,"(-0.68127, 34.9446)"
55,NYANSIONGO NURSING HOME,3471,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,HD MAPS,7,MISS,"(-0.77634, 34.9767)"
49,ALFA NURSING HOME,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
50,BOYA RURAL NURING HOME,1334,NYANZA,KISUMU,KADIBO,KOMBURA,LELA,ILRI MKT CENTRE,7,PRIV,"(-0.172, 34.90012)"
51,CENTRAL NURSING HOME,4674,NYANZA,KISUMU,KADIBO,KAWINO,KADHIAMBO,ILRI VILLAGES,7,PRIV,"(-0.25, 34.82)"
52,DARAJA MBILI NURSING AND MATERNITY HOME,3474,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
53,DUNGA NURSING AND MATERNITY HOME,3476,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
54,FPAK CLINIC KISUMU,3174,NYANZA,KISUMU,,,,,,,
,,,,,,,,,8,NGO,
55,JALARAM NURSING AND MATERNITY HOME,1283,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENI(KISUMU),DDP,7,PRIV,"(-0.093684, 34.7709)"
56,KIBOS NURSING HOME,1332,NYANZA,KISUMU,WINAM,KONDELE,MIGOSI,DDP,7,PRIV,"(-0.072126, 34.7867)"
57,LAKE NURSING HOME,1336,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENI(KISUMU),DDP,7,PRIV,"(-0.101705, 34.7721)"
58,MARIE STOPES MATERNITY AND NURSING HOME,4676,NYANZA,KISUMU,WINAM,CENTRAL KOLWA,KASULE,DDP,7,PRIV,"(-0.076784, 34.7881)"
59,MATERNICARE HOSPITAL,3477,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
60,MILAKI NURSING HOME,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
,MILIMANI M&N HOME,,NYANZA,KISUMU,WINAM,TOWNSHIP,,,7,PRIV,
61,NEW DARAJA MBILI NURSING HOME,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,7,PRIV,
